Account_ID,Customer_Name,Age,Gender,Marital_Status,Account_Type,Balance,Interest_Rate,Account_Term,Opening_Date,Closing_Date,Transaction_Status,Transaction_Amount,Transaction_Type,Frequency,Region,Occupation,Dependents,Customer_Satisfaction_Rating
A0521,Customer_521,27,Male,Single,Fixed Deposit,748362,2.3442144852062237,10,2000-07-26,2021-04-30,Failed,54007,Withdrawal,Monthly,West,Student,4,3
A0522,Customer_522,33,Female,Single,Fixed Deposit,744826,3.8910567606040045,15,2016-02-22,2022-01-07,Failed,99958,Transfer,Yearly,North,Self-Employed,4,1
A0523,Customer_523,28,Male,Divorced,Savings,674962,2.661065992287178,6,2013-04-19,2022-08-20,Success,72559,Transfer,Yearly,West,Self-Employed,1,1
A0524,Customer_524,69,Male,Married,Fixed Deposit,289755,2.082813136367073,14,2005-05-07,2030-06-27,Success,15989,Transfer,Yearly,South,Employed,4,4
A0525,Customer_525,69,Male,Divorced,Current,445393,4.613556715085792,10,2010-12-21,2029-05-15,Success,48430,Transfer,Yearly,North,Self-Employed,3,5
A0526,Customer_526,29,Male,Single,Current,939981,6.5466961154475625,20,2008-09-19,2024-02-11,Success,10131,Transfer,Yearly,South,Self-Employed,2,4
A0527,Customer_527,44,Male,Divorced,Fixed Deposit,395763,5.42183915599417,2,2001-05-31,2027-07-03,Success,99111,Deposit,Yearly,South,Employed,4,4
A0528,Customer_528,19,Female,Single,Savings,893952,6.132570927946314,17,2017-10-12,2024-11-25,Success,13891,Withdrawal,Quarterly,South,Retired,0,4
A0529,Customer_529,29,Female,Single,Savings,366648,5.027555089306033,5,2012-02-15,2024-12-13,Success,66212,Deposit,Quarterly,South,Self-Employed,4,4
A0530,Customer_530,65,Female,Single,Current,482294,2.887110921586647,15,2014-06-06,2022-10-20,Success,42831,Withdrawal,Monthly,South,Self-Employed,3,2
A0531,Customer_531,39,Female,Married,Current,265239,6.508041091812706,15,2006-11-25,2030-08-04,Failed,53852,Withdrawal,Quarterly,West,Self-Employed,0,3
A0532,Customer_532,68,Male,Married,Savings,229808,4.999068984353414,3,2011-03-17,2026-08-13,Success,59205,Withdrawal,Quarterly,West,Student,5,2
A0533,Customer_533,44,Female,Divorced,Savings,490368,6.38876318871484,17,2011-12-23,2029-10-04,Failed,21705,Deposit,Quarterly,East,Employed,3,1
A0534,Customer_534,69,Female,Divorced,Current,317822,4.657149750863359,4,2018-09-17,2029-03-04,Failed,33230,Transfer,Yearly,East,Unemployed,5,3
A0535,Customer_535,60,Female,Divorced,Fixed Deposit,711091,5.76191575517939,6,2018-03-17,2027-11-16,Failed,27280,Deposit,Quarterly,North,Employed,1,3
A0536,Customer_536,65,Male,Married,Fixed Deposit,546928,2.4659498290062296,19,2010-01-28,2023-09-18,Success,66430,Deposit,Monthly,West,Employed,4,2
A0537,Customer_537,69,Male,Divorced,Savings,865352,5.296963055816622,18,2000-05-14,2026-08-31,Success,5950,Withdrawal,Yearly,East,Self-Employed,5,4
A0538,Customer_538,33,Male,Married,Fixed Deposit,654898,6.509923778603771,5,2000-10-30,2027-05-25,Failed,60677,Deposit,Yearly,East,Retired,4,3
A0539,Customer_539,35,Male,Single,Savings,417444,4.696429931652612,13,2007-08-11,2021-10-07,Failed,3601,Transfer,Quarterly,West,Student,3,4
A0540,Customer_540,28,Male,Single,Current,613879,2.0060010290506836,14,2001-04-04,2022-02-10,Success,9693,Deposit,Monthly,West,Student,0,1
A0541,Customer_541,68,Male,Married,Current,108282,6.688674203115345,11,2007-07-29,2030-03-12,Success,83837,Transfer,Monthly,North,Student,2,2
A0542,Customer_542,62,Female,Married,Savings,8704,5.392796801374544,15,2017-09-01,2027-06-27,Success,91127,Transfer,Yearly,West,Unemployed,3,3
A0543,Customer_543,24,Female,Single,Current,537361,4.157484126167157,1,2016-03-03,2029-07-24,Failed,88655,Withdrawal,Yearly,West,Unemployed,4,4
A0544,Customer_544,42,Female,Married,Fixed Deposit,695530,4.103420100002641,6,2000-12-16,2021-02-27,Failed,98369,Deposit,Monthly,West,Retired,2,2
A0545,Customer_545,20,Female,Single,Current,885247,6.374121503660018,15,2009-02-03,2026-12-07,Success,60642,Withdrawal,Monthly,South,Employed,3,2
A0546,Customer_546,48,Female,Divorced,Current,881152,5.488214035697896,19,2002-08-26,2023-06-08,Success,50058,Transfer,Yearly,North,Self-Employed,5,3
A0547,Customer_547,32,Female,Single,Fixed Deposit,393408,4.144781322385603,7,2004-09-30,2029-01-10,Failed,45143,Deposit,Yearly,East,Retired,1,1
A0548,Customer_548,30,Female,Single,Fixed Deposit,589730,6.692108139481403,15,2018-02-06,2023-02-24,Failed,97874,Withdrawal,Quarterly,West,Student,2,3
A0549,Customer_549,70,Male,Divorced,Savings,679787,4.410617239384188,3,2014-08-31,2024-02-29,Failed,52442,Withdrawal,Monthly,North,Student,4,4
A0550,Customer_550,47,Male,Married,Current,623615,5.843358359531928,9,2014-12-19,2022-12-05,Success,25580,Withdrawal,Monthly,West,Student,3,1
A0551,Customer_551,40,Female,Divorced,Savings,639635,3.7525890688988595,11,2011-09-25,2029-06-16,Success,52092,Deposit,Monthly,North,Student,4,5
A0552,Customer_552,37,Female,Single,Savings,297408,6.023105194471554,6,2010-04-12,2027-01-10,Failed,5051,Deposit,Quarterly,East,Unemployed,2,3
A0553,Customer_553,70,Male,Single,Fixed Deposit,313974,6.539294382987142,4,2015-03-17,2021-01-18,Failed,1507,Withdrawal,Yearly,North,Unemployed,5,1
A0554,Customer_554,68,Female,Single,Savings,718659,6.185952570166721,3,2019-07-08,2029-02-19,Failed,32947,Deposit,Monthly,West,Retired,2,5
A0555,Customer_555,32,Female,Single,Savings,114355,4.880604084496085,4,2019-08-10,2022-02-09,Failed,15131,Deposit,Quarterly,North,Unemployed,2,1
A0556,Customer_556,32,Female,Single,Current,506139,4.12744698427182,15,2012-01-13,2023-05-27,Success,93043,Withdrawal,Monthly,East,Retired,4,5
A0557,Customer_557,19,Male,Divorced,Savings,67938,3.2725901408918663,12,2003-05-05,2026-08-28,Success,17988,Deposit,Quarterly,South,Employed,1,1
A0558,Customer_558,60,Male,Single,Savings,353618,5.829294451792273,3,2016-08-14,2030-07-19,Failed,42975,Withdrawal,Quarterly,West,Retired,2,3
A0559,Customer_559,30,Female,Married,Savings,290913,6.550426783377425,17,2012-12-29,2028-12-08,Success,87956,Deposit,Monthly,West,Self-Employed,2,1
A0560,Customer_560,43,Male,Divorced,Current,672712,2.419087904813389,13,2005-03-23,2026-04-29,Success,98230,Deposit,Quarterly,East,Self-Employed,5,2
A0561,Customer_561,39,Male,Divorced,Fixed Deposit,341930,4.991461749254402,17,2020-09-28,2025-02-10,Failed,60949,Deposit,Monthly,North,Unemployed,4,1
A0562,Customer_562,35,Male,Divorced,Current,904339,4.718655109727632,20,2001-08-13,2028-10-30,Failed,63638,Transfer,Monthly,South,Self-Employed,4,5
A0563,Customer_563,22,Female,Single,Fixed Deposit,291334,3.2890248816095666,6,2000-10-29,2027-08-12,Failed,60570,Transfer,Quarterly,East,Student,2,1
A0564,Customer_564,67,Male,Single,Fixed Deposit,274832,2.0273472707401523,13,2016-06-29,2023-01-29,Failed,9043,Withdrawal,Yearly,South,Retired,5,1
A0565,Customer_565,35,Male,Divorced,Fixed Deposit,688991,5.718228406810108,18,2003-03-05,2025-12-06,Failed,10919,Transfer,Quarterly,East,Student,3,3
A0566,Customer_566,40,Female,Single,Current,746635,2.0355703971530175,13,2010-12-19,2028-07-21,Success,71983,Withdrawal,Quarterly,West,Student,0,4
A0567,Customer_567,59,Female,Married,Current,999441,4.612703148939781,2,2014-08-31,2022-03-16,Failed,86217,Deposit,Monthly,North,Unemployed,1,3
A0568,Customer_568,50,Female,Married,Fixed Deposit,936721,4.598809227615373,6,2000-06-05,2023-01-11,Success,31857,Transfer,Monthly,South,Employed,3,1
A0569,Customer_569,43,Male,Single,Current,684112,3.8751494085247113,11,2010-07-27,2030-05-13,Success,93630,Withdrawal,Monthly,South,Retired,0,5
A0570,Customer_570,61,Male,Divorced,Savings,314305,3.0270934808167342,19,2020-05-06,2024-12-24,Success,57473,Transfer,Yearly,East,Student,2,5
A0571,Customer_571,52,Female,Single,Fixed Deposit,198509,6.02143576427928,5,2020-08-03,2025-04-04,Success,18483,Transfer,Quarterly,East,Unemployed,4,3
A0572,Customer_572,39,Female,Single,Fixed Deposit,158212,4.044225385869659,6,2013-11-13,2025-10-04,Failed,61807,Withdrawal,Quarterly,West,Self-Employed,3,1
A0573,Customer_573,19,Male,Single,Fixed Deposit,543421,2.5329160822472936,5,2001-01-10,2023-05-28,Failed,36687,Transfer,Quarterly,South,Employed,3,2
A0574,Customer_574,25,Male,Divorced,Fixed Deposit,803658,4.130357945396599,6,2005-06-11,2026-10-08,Failed,21250,Withdrawal,Quarterly,East,Unemployed,1,2
A0575,Customer_575,34,Female,Married,Savings,252974,4.926850924403695,2,2015-09-24,2023-07-22,Success,22459,Transfer,Quarterly,East,Student,1,5
A0576,Customer_576,29,Male,Single,Current,944390,3.3065144738173826,14,2014-07-20,2025-07-28,Failed,2467,Deposit,Yearly,West,Unemployed,0,4
A0577,Customer_577,55,Female,Divorced,Savings,60532,4.680524454398511,10,2002-12-05,2022-04-08,Success,79659,Deposit,Monthly,North,Student,3,2
A0578,Customer_578,34,Male,Divorced,Current,845554,4.823351188214275,10,2000-04-27,2029-07-16,Failed,13274,Deposit,Monthly,West,Self-Employed,5,5
A0579,Customer_579,20,Female,Married,Savings,899960,5.059403385056575,15,2003-11-12,2024-07-11,Success,23330,Withdrawal,Yearly,West,Retired,2,2
A0580,Customer_580,24,Male,Divorced,Fixed Deposit,842339,6.958993370853577,10,2014-03-10,2022-05-22,Success,38654,Withdrawal,Quarterly,West,Retired,0,3
A0581,Customer_581,56,Female,Divorced,Savings,850376,3.9872707409773724,6,2001-02-13,2026-03-24,Success,16372,Deposit,Monthly,South,Self-Employed,3,1
A0582,Customer_582,45,Male,Divorced,Savings,630180,3.0184683059613464,4,2020-04-15,2022-03-28,Failed,70178,Withdrawal,Quarterly,East,Student,2,2
A0583,Customer_583,40,Female,Married,Fixed Deposit,424727,4.76052474170135,5,2006-11-22,2026-10-30,Failed,97282,Transfer,Quarterly,South,Unemployed,5,5
A0584,Customer_584,64,Male,Single,Current,693616,4.787813375982186,7,2018-05-29,2022-07-11,Failed,51329,Transfer,Quarterly,East,Self-Employed,5,3
A0585,Customer_585,68,Female,Married,Current,336109,2.8935979891647756,1,2017-10-19,2026-07-24,Failed,22179,Transfer,Quarterly,East,Employed,4,5
A0586,Customer_586,38,Female,Single,Fixed Deposit,714824,4.795469148267483,20,2002-03-08,2029-07-20,Failed,10269,Transfer,Yearly,West,Self-Employed,1,2
A0587,Customer_587,45,Female,Divorced,Fixed Deposit,147726,4.418800788140954,9,2010-03-26,2025-01-19,Failed,88100,Transfer,Yearly,North,Student,1,4
A0588,Customer_588,56,Female,Divorced,Fixed Deposit,757320,6.942541320124755,1,2013-09-16,2028-11-26,Success,1569,Withdrawal,Monthly,North,Unemployed,0,2
A0589,Customer_589,50,Female,Single,Fixed Deposit,27691,4.888255765451353,15,2003-10-30,2024-03-26,Failed,88885,Withdrawal,Quarterly,North,Retired,1,5
A0590,Customer_590,25,Male,Married,Fixed Deposit,688237,5.870972421224959,16,2018-09-26,2027-04-02,Success,35915,Transfer,Quarterly,South,Self-Employed,1,2
A0591,Customer_591,42,Female,Married,Savings,522533,3.990648758999349,16,2013-04-03,2029-02-05,Failed,20219,Deposit,Yearly,South,Employed,2,4
A0592,Customer_592,54,Male,Married,Current,310963,2.6903425922616915,18,2001-06-07,2021-06-16,Failed,57857,Withdrawal,Yearly,North,Retired,4,1
A0593,Customer_593,30,Female,Single,Fixed Deposit,273028,6.319152633074032,1,2018-05-05,2021-12-03,Success,47035,Deposit,Quarterly,North,Unemployed,2,5
A0594,Customer_594,34,Male,Divorced,Current,951965,2.5954288224806707,20,2018-05-02,2024-09-05,Failed,23422,Transfer,Quarterly,West,Unemployed,2,1
A0595,Customer_595,20,Female,Divorced,Fixed Deposit,439897,3.1488565223885647,16,2002-05-21,2026-07-16,Failed,28499,Transfer,Monthly,West,Employed,4,5
A0596,Customer_596,63,Female,Divorced,Savings,425252,5.915546301726678,8,2002-07-24,2022-04-19,Failed,93739,Transfer,Yearly,East,Unemployed,3,1
A0597,Customer_597,45,Male,Single,Savings,408135,6.746225892074224,7,2011-02-24,2025-04-26,Success,4614,Deposit,Quarterly,South,Unemployed,0,3
A0598,Customer_598,18,Female,Divorced,Savings,773519,2.5013930877468784,19,2013-05-06,2024-03-07,Failed,88579,Transfer,Yearly,South,Retired,5,3
A0599,Customer_599,51,Male,Divorced,Savings,38034,4.541717715582285,16,2017-12-03,2026-02-15,Success,69869,Deposit,Quarterly,North,Employed,2,1
A0600,Customer_600,69,Male,Married,Current,612344,5.930405614466885,15,2013-10-22,2027-09-26,Success,28433,Deposit,Quarterly,South,Retired,4,3
A0601,Customer_601,52,Female,Divorced,Savings,743464,6.0042686667507965,14,2004-12-11,2029-04-04,Failed,58041,Withdrawal,Yearly,West,Unemployed,1,2
A0602,Customer_602,61,Female,Married,Current,600829,5.070126835147194,15,2001-05-31,2024-07-01,Failed,91423,Transfer,Monthly,West,Employed,4,5
A0603,Customer_603,64,Male,Single,Fixed Deposit,856653,5.4228222335424245,3,2018-01-16,2028-09-15,Success,6359,Transfer,Yearly,North,Unemployed,5,5
A0604,Customer_604,65,Female,Married,Fixed Deposit,200140,2.2602639854229243,20,2004-07-18,2030-06-08,Failed,83303,Withdrawal,Yearly,North,Student,1,2
A0605,Customer_605,65,Female,Divorced,Savings,360836,3.945518402925515,20,2009-07-23,2025-12-24,Success,68634,Deposit,Monthly,East,Student,2,1
A0606,Customer_606,60,Female,Divorced,Current,762842,5.179383091825643,1,2007-07-26,2023-07-15,Success,84118,Transfer,Yearly,North,Employed,1,4
A0607,Customer_607,30,Male,Married,Fixed Deposit,749021,6.021846804435871,8,2018-03-14,2027-03-19,Failed,86940,Transfer,Monthly,North,Unemployed,1,2
A0608,Customer_608,41,Female,Divorced,Fixed Deposit,234164,6.116277327587024,18,2018-09-30,2025-07-27,Failed,94001,Withdrawal,Yearly,North,Unemployed,3,5
A0609,Customer_609,45,Male,Married,Fixed Deposit,720656,4.358343300441719,9,2016-07-20,2024-04-05,Success,86612,Transfer,Yearly,West,Employed,1,2
A0610,Customer_610,22,Male,Divorced,Fixed Deposit,561605,5.001227208799773,20,2015-03-20,2030-08-05,Success,13573,Deposit,Monthly,East,Retired,1,5
A0611,Customer_611,60,Male,Married,Savings,670320,2.4407034465700557,18,2009-01-06,2025-10-19,Success,51299,Transfer,Monthly,North,Employed,4,3
A0612,Customer_612,39,Male,Married,Savings,824024,3.3154599898222923,7,2007-04-10,2023-02-13,Failed,90585,Transfer,Monthly,South,Student,5,4
A0613,Customer_613,57,Female,Single,Savings,499844,3.85417563021331,2,2002-09-16,2030-08-11,Success,40512,Withdrawal,Quarterly,East,Retired,1,5
A0614,Customer_614,38,Female,Married,Fixed Deposit,951561,5.045144306039636,6,2015-05-06,2021-10-13,Failed,58294,Transfer,Quarterly,North,Student,2,4
A0615,Customer_615,60,Male,Married,Savings,987361,5.622473567140325,5,2012-12-01,2030-06-07,Failed,6970,Withdrawal,Monthly,West,Student,4,4
A0616,Customer_616,25,Male,Single,Fixed Deposit,705505,6.65342495532513,2,2012-03-29,2029-12-31,Success,78507,Deposit,Yearly,West,Self-Employed,3,1
A0617,Customer_617,64,Male,Divorced,Savings,376911,4.0032242914276415,12,2003-01-30,2026-05-03,Success,711,Withdrawal,Quarterly,South,Student,5,5
A0618,Customer_618,37,Male,Married,Savings,532958,5.280876149274615,2,2007-03-19,2028-08-13,Failed,6478,Withdrawal,Monthly,South,Retired,4,1
A0619,Customer_619,50,Female,Single,Current,315777,3.4323461693378468,5,2018-10-05,2025-02-14,Failed,49565,Withdrawal,Monthly,South,Employed,3,3
A0620,Customer_620,37,Male,Single,Current,887486,6.817649111057541,2,2017-10-15,2023-01-05,Failed,26542,Transfer,Quarterly,East,Employed,5,2
A0621,Customer_621,60,Male,Married,Fixed Deposit,179243,2.287315172915006,19,2004-10-12,2021-02-22,Success,32828,Withdrawal,Quarterly,West,Unemployed,2,3
A0622,Customer_622,44,Male,Divorced,Fixed Deposit,882473,5.86804226116198,20,2017-02-20,2028-07-24,Success,49205,Withdrawal,Yearly,West,Employed,1,2
A0623,Customer_623,38,Male,Single,Fixed Deposit,690558,2.876355642091159,10,2001-01-08,2026-07-07,Success,31365,Withdrawal,Monthly,East,Retired,2,2
A0624,Customer_624,43,Male,Married,Current,920071,4.471841888091417,11,2013-04-20,2028-07-15,Failed,26312,Transfer,Quarterly,South,Self-Employed,3,4
A0625,Customer_625,62,Female,Single,Savings,586365,2.0535519868771446,3,2003-11-21,2022-03-07,Failed,12078,Transfer,Quarterly,South,Self-Employed,2,2
A0626,Customer_626,36,Female,Divorced,Current,190934,6.252838181588211,2,2007-07-11,2025-06-12,Success,2202,Deposit,Quarterly,South,Self-Employed,2,4
A0627,Customer_627,53,Female,Married,Savings,309054,6.6537923367287926,4,2001-06-01,2025-11-30,Failed,55370,Withdrawal,Yearly,West,Employed,1,1
A0628,Customer_628,26,Female,Married,Fixed Deposit,103344,4.590766410753373,14,2002-09-16,2026-11-11,Failed,3762,Transfer,Yearly,South,Student,2,3
A0629,Customer_629,30,Female,Divorced,Current,494649,2.97373247271811,6,2006-02-21,2028-05-21,Success,2008,Deposit,Quarterly,North,Employed,2,1
A0630,Customer_630,44,Male,Divorced,Fixed Deposit,135159,5.919797226768543,6,2003-03-03,2028-08-03,Success,44286,Withdrawal,Monthly,North,Employed,5,4
A0631,Customer_631,60,Female,Single,Savings,777909,4.552739251994104,10,2016-12-27,2021-12-15,Failed,25285,Withdrawal,Monthly,North,Student,2,5
A0632,Customer_632,42,Male,Married,Savings,272216,5.492248662995955,20,2009-04-23,2022-05-04,Failed,89223,Withdrawal,Monthly,South,Employed,5,1
A0633,Customer_633,61,Female,Single,Current,761413,5.075949928517748,20,2003-10-08,2022-08-11,Failed,87780,Deposit,Yearly,North,Unemployed,2,5
A0634,Customer_634,65,Female,Married,Current,848609,5.370121905060899,19,2015-08-14,2025-06-06,Success,8380,Transfer,Monthly,South,Employed,3,1
A0635,Customer_635,29,Female,Single,Current,587187,3.798699991377317,18,2008-04-18,2025-06-29,Failed,29010,Deposit,Quarterly,North,Retired,2,3
A0636,Customer_636,57,Female,Married,Fixed Deposit,800977,5.275095596920225,6,2012-05-30,2028-10-17,Success,12761,Deposit,Quarterly,East,Unemployed,3,5
A0637,Customer_637,54,Male,Divorced,Savings,957956,6.878229504728495,15,2003-09-13,2027-08-16,Success,87146,Transfer,Monthly,West,Self-Employed,4,5
A0638,Customer_638,37,Female,Single,Current,192961,2.434214062870187,19,2009-11-02,2022-02-21,Failed,22104,Deposit,Quarterly,North,Retired,3,5
A0639,Customer_639,43,Male,Married,Fixed Deposit,993921,3.3796843506273953,12,2005-06-18,2029-04-25,Success,94997,Deposit,Quarterly,East,Employed,3,5
A0640,Customer_640,53,Female,Married,Fixed Deposit,713730,3.997168449801492,2,2020-10-05,2022-11-23,Failed,21995,Deposit,Monthly,South,Unemployed,0,5
A0641,Customer_641,18,Female,Single,Fixed Deposit,944289,5.348310231981542,3,2013-01-19,2021-09-23,Failed,5868,Transfer,Quarterly,West,Unemployed,3,4
A0642,Customer_642,37,Female,Divorced,Savings,352936,4.027254834252602,10,2000-11-29,2025-01-29,Success,54584,Deposit,Quarterly,South,Self-Employed,0,5
A0643,Customer_643,36,Male,Divorced,Current,687224,3.001551915621113,11,2002-12-28,2023-03-27,Success,67274,Deposit,Yearly,South,Retired,3,2
A0644,Customer_644,31,Male,Single,Current,94637,2.07683261248937,12,2002-03-29,2024-10-19,Failed,14214,Transfer,Quarterly,West,Unemployed,2,3
A0645,Customer_645,45,Female,Single,Fixed Deposit,234049,5.51810962217365,13,2017-09-28,2023-04-01,Failed,42979,Withdrawal,Monthly,East,Retired,5,3
A0646,Customer_646,68,Female,Married,Current,373541,6.59588710554562,3,2019-01-02,2027-09-03,Success,42394,Transfer,Yearly,East,Employed,1,2
A0647,Customer_647,55,Male,Married,Savings,235176,4.74796326773218,14,2014-03-06,2030-06-20,Success,73769,Withdrawal,Yearly,South,Student,3,4
A0648,Customer_648,56,Male,Divorced,Current,781360,5.630693548536479,18,2013-09-26,2025-07-14,Success,82254,Deposit,Quarterly,North,Student,2,2
A0649,Customer_649,59,Female,Divorced,Fixed Deposit,914762,4.795569334738291,3,2008-06-08,2022-05-18,Failed,24944,Withdrawal,Monthly,West,Employed,0,3
A0650,Customer_650,38,Female,Divorced,Savings,323002,4.914662076089353,10,2017-06-10,2023-08-12,Success,81977,Transfer,Quarterly,West,Employed,5,4
A0651,Customer_651,47,Male,Single,Current,441897,3.7373754442962874,16,2003-07-16,2030-05-26,Failed,27247,Transfer,Quarterly,West,Self-Employed,1,4
A0652,Customer_652,46,Female,Single,Savings,827372,6.0775743974934455,5,2000-05-08,2025-10-06,Success,71102,Transfer,Monthly,North,Retired,1,4
A0653,Customer_653,46,Male,Single,Current,930922,3.1314775648103432,4,2019-09-23,2029-02-18,Failed,51881,Deposit,Yearly,North,Self-Employed,5,4
A0654,Customer_654,61,Female,Divorced,Savings,348411,6.815285697375431,9,2010-12-03,2026-08-07,Success,56183,Withdrawal,Monthly,South,Unemployed,5,1
A0655,Customer_655,31,Female,Divorced,Fixed Deposit,390737,4.273795043293902,11,2001-10-23,2024-02-15,Failed,15934,Withdrawal,Quarterly,East,Employed,2,4
A0656,Customer_656,50,Male,Divorced,Fixed Deposit,274216,4.01978234853248,17,2000-02-22,2029-07-30,Failed,30562,Transfer,Monthly,North,Self-Employed,2,1
A0657,Customer_657,48,Male,Divorced,Fixed Deposit,615015,2.023257257830631,14,2000-02-29,2029-01-01,Failed,28120,Transfer,Yearly,North,Student,2,4
A0658,Customer_658,68,Female,Single,Savings,309334,2.875173934069821,17,2004-01-09,2029-08-04,Failed,13978,Transfer,Monthly,West,Employed,0,1
A0659,Customer_659,68,Male,Married,Savings,487288,4.53119048127774,7,2020-10-08,2027-07-12,Failed,46837,Transfer,Quarterly,South,Unemployed,2,3
A0660,Customer_660,65,Female,Single,Fixed Deposit,893562,4.7931535643482945,7,2001-12-31,2027-08-29,Failed,42484,Transfer,Yearly,North,Retired,3,5
A0661,Customer_661,28,Male,Married,Fixed Deposit,124502,4.515845831269466,20,2015-11-07,2024-01-24,Failed,22856,Deposit,Monthly,East,Self-Employed,3,4
A0662,Customer_662,60,Male,Married,Savings,494393,3.699829472117702,2,2014-08-14,2029-06-25,Failed,2065,Withdrawal,Yearly,North,Retired,2,5
A0663,Customer_663,23,Male,Single,Savings,57284,2.5850449876093204,4,2013-04-25,2029-11-08,Failed,52809,Deposit,Quarterly,South,Student,4,4
A0664,Customer_664,36,Male,Single,Savings,909479,4.566433435555895,19,2019-11-22,2029-12-25,Success,85820,Transfer,Monthly,East,Self-Employed,4,3
A0665,Customer_665,50,Female,Single,Savings,666213,3.288466933224836,17,2006-05-13,2028-03-22,Success,41550,Deposit,Quarterly,East,Employed,5,4
A0666,Customer_666,60,Female,Divorced,Savings,612922,4.6895169471631695,3,2009-05-02,2025-06-28,Success,1670,Transfer,Quarterly,West,Unemployed,1,3
A0667,Customer_667,58,Male,Single,Current,609502,5.966946288008015,16,2015-07-22,2024-12-29,Failed,51111,Deposit,Quarterly,East,Unemployed,1,1
A0668,Customer_668,57,Female,Divorced,Current,991171,3.25070745848834,20,2018-02-09,2026-05-03,Failed,27987,Transfer,Monthly,North,Retired,4,5
A0669,Customer_669,39,Female,Married,Current,651803,4.213843202816525,10,2017-10-08,2028-06-23,Success,60232,Withdrawal,Monthly,South,Unemployed,4,1
A0670,Customer_670,23,Female,Single,Savings,75675,3.8854014040220006,14,2017-04-29,2027-10-07,Success,28948,Transfer,Monthly,East,Employed,3,2
A0671,Customer_671,70,Female,Divorced,Savings,496158,4.41814947761473,20,2010-09-04,2025-07-15,Success,8752,Transfer,Monthly,North,Unemployed,2,1
A0672,Customer_672,66,Female,Divorced,Savings,933630,3.216366282011318,11,2015-07-12,2026-06-08,Failed,86340,Transfer,Yearly,South,Student,0,3
A0673,Customer_673,33,Female,Divorced,Fixed Deposit,204993,3.6983038172587275,9,2002-11-05,2026-09-26,Failed,36597,Withdrawal,Quarterly,East,Retired,0,5
A0674,Customer_674,61,Male,Single,Fixed Deposit,525788,5.877994025455729,17,2004-08-15,2024-02-17,Success,85289,Deposit,Quarterly,West,Employed,1,5
A0675,Customer_675,37,Female,Married,Fixed Deposit,126636,5.407973366257565,19,2003-03-18,2022-08-27,Success,81877,Transfer,Quarterly,North,Retired,1,5
A0676,Customer_676,32,Male,Single,Fixed Deposit,910637,6.482619113729392,20,2014-05-08,2029-08-12,Failed,48462,Transfer,Yearly,North,Student,2,2
A0677,Customer_677,69,Female,Divorced,Current,714763,6.3101163963731635,12,2006-01-28,2026-02-06,Success,5859,Transfer,Monthly,West,Employed,5,3
A0678,Customer_678,30,Male,Married,Savings,401209,4.40985081032918,5,2011-09-25,2022-03-19,Failed,8925,Transfer,Monthly,East,Employed,3,1
A0679,Customer_679,27,Female,Married,Current,556575,3.289098824097002,20,2010-02-06,2022-05-16,Success,28747,Transfer,Monthly,North,Employed,5,5
A0680,Customer_680,19,Female,Married,Savings,313848,3.913366229596056,19,2009-03-29,2023-10-24,Success,53983,Deposit,Monthly,North,Self-Employed,4,1
A0681,Customer_681,20,Female,Married,Current,434174,5.943280093155728,16,2005-05-13,2026-06-28,Failed,39622,Transfer,Quarterly,East,Employed,3,1
A0682,Customer_682,33,Male,Divorced,Fixed Deposit,57688,3.1019116147202612,17,2003-11-30,2026-07-30,Failed,78594,Withdrawal,Quarterly,West,Self-Employed,0,3
A0683,Customer_683,48,Female,Divorced,Current,914151,5.505880505961557,16,2013-09-10,2023-08-04,Success,65580,Deposit,Monthly,East,Unemployed,5,4
A0684,Customer_684,57,Male,Married,Current,896735,6.000806969245176,16,2015-07-07,2028-01-18,Success,13444,Transfer,Quarterly,South,Retired,3,2
A0685,Customer_685,67,Male,Married,Savings,159102,4.062129860946747,6,2000-11-04,2022-07-06,Success,93492,Transfer,Yearly,East,Employed,5,3
A0686,Customer_686,22,Female,Married,Fixed Deposit,145037,3.765481327343889,20,2013-05-16,2021-05-02,Failed,70378,Deposit,Quarterly,North,Self-Employed,5,5
A0687,Customer_687,47,Female,Married,Current,211026,4.678259536986172,8,2004-01-14,2022-02-12,Failed,74706,Deposit,Quarterly,South,Employed,3,1
A0688,Customer_688,44,Female,Divorced,Savings,360315,5.504092761582771,10,2016-02-01,2029-04-11,Failed,22573,Deposit,Yearly,South,Self-Employed,1,4
A0689,Customer_689,58,Male,Married,Fixed Deposit,430068,3.316748456964553,7,2011-03-19,2021-08-05,Failed,33122,Withdrawal,Monthly,East,Unemployed,2,5
A0690,Customer_690,54,Male,Married,Fixed Deposit,598062,3.43644791442936,1,2013-09-22,2030-04-24,Failed,12518,Deposit,Yearly,North,Student,4,5
A0691,Customer_691,30,Female,Single,Savings,937215,3.9946531829870455,4,2001-12-22,2021-10-07,Failed,78725,Transfer,Quarterly,South,Employed,4,2
A0692,Customer_692,63,Female,Divorced,Savings,951660,5.743940659652452,1,2014-01-24,2026-08-03,Success,42613,Withdrawal,Monthly,West,Self-Employed,3,5
A0693,Customer_693,62,Female,Married,Savings,480798,3.7099643899511103,15,2018-07-15,2028-08-09,Success,82789,Deposit,Monthly,North,Unemployed,0,3
